golden_id,tweet_text,true_intent,true_action,must_contain,customer_tweet_id,support_tweet_id,customer_created_at,support_text
G078,I can't even cancel my subscription and leave because the app is non responsive. Over 2 years of and never had a problem. Why oh why did I think it was a good idea to try apple music 🙄,subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,2641043,2641040,Fri Nov 17 20:59:54 +0000 2017,"@168624 Got it, that sounds like something we can help you fix. Can you tell us what iOS version you have installed? To check, go to Settings &gt; General &gt; About."
G079,"Am finding it impossible to cancel my subscription, it is stuck in a loop, can you PM me please? Thanks",subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,148191,148190,Fri Nov 24 11:20:58 +0000 2017,@149711 We're happy to point you in the right direction for assistance with your Subscription. Our iTunes Support team would be the best option to help with this. You can reach out to them directly at https://t.co/SDIe7UiyJN.
G080,I cancelled my Apple Music subscription before the free trial ended and you’ve been charging me for the past 3 months! 😡 Fuck you.,subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,151442,151441,Fri Nov 24 14:34:26 +0000 2017,@150583 We'd recommend reaching out to our iTunes Store team for assistance with this: https://t.co/SDIe7UiyJN
G081,"#iPhone #ios11 life, phone crashes 4 times daily and drops off the network, #wifi turns off but not off🤪",connectivity,ESCALATE,Address the connection symptom with a relevant troubleshooting step.,457225,457223,Fri Dec 01 00:18:09 +0000 2017,@223559 We can help out. Are you seeing this issue with any specific apps or usage? Do you do anything to restore function?
G082,"any thoughts on why podcasts pause every time I lock my phone? (11.1.2, IPhone X, playing through Bluetooth) Happens no matter what app I’m in when i lock the phone. Hit play on lock screen and starts back up and plays fine.",connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,458443,458442,Fri Dec 01 00:26:27 +0000 2017,@223873 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT
G083,"how come EVERY time i update my iphone now, i now have no service for up to an hour afterward?????????????????????????",connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,458426,458424,Fri Dec 01 00:40:43 +0000 2017,"@223867 That's not the experience we want you to have, and we'll do all we can to help. When did you last update, and what iOS version are you currently on? Do you recall doing anything specifically that restored service to your iPhone, such as restarting your device?"
G084,thanks to ur senior developers I am stranded in Thailand without cellular access on my iPhoneX 😡🤬😩😤 case 100365239355 they erroneously transferred my # back to my 7... IN THE STATES!!,connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,465492,465490,Fri Dec 01 04:05:22 +0000 2017,"@225740 We know how important it is to have access to your iPhone, and we want to offer guidance on the best path forward. Meet us in DM where we can discuss the trouble you're running into further. https://t.co/GDrqU22YpT"
G085,I am no techie but ever since I updated my Mac OS to #HighSierra it does not connect to my Wifi. Anyone else? It takes lots of restarting &amp; rubbing my tummy while patting my head. CC: for awareness.,connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,481835,481834,Fri Dec 01 05:16:16 +0000 2017,@229528 Being able to connect to Wi-Fi is essential to using your device and we're happy to look into this with you. We'd like to start by having you check out https://t.co/zlgjExQD2d for tips. Keep us posted on how it goes.
G086,"Forgot how insanely frustrating #iphone is when it comes to transferring files from PC to the phone: YOU CAN’T! No WiFi, no Bluetooth, no tethering means I have to upload via cell—but alas I cannot. Deadline blown.",connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,481853,481852,Fri Dec 01 05:19:36 +0000 2017,"@229537 We'd like to help offer some ways to get those files moved. Can you let us know, in DM, which type of files we're working with? https://t.co/GDrqU22YpT"
G087,The only Bluetooth device I have connected to it is my MacBook Pro which has Bluetooth on but I rarely ever use features requiring Bluetooth transmission between the two,connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,463074,463076,Fri Dec 01 06:19:59 +0000 2017,@225055 Got it. What country do you live? Let's continue in DM please. https://t.co/GDrqU22YpT
G088,@AppleSupport still no reliable Bluetooth on my iPhone 8+.,connectivity,ESCALATE,Give a relevant connectivity troubleshooting step and avoid requesting sensitive details.,2642,2641,Tue Oct 31 22:44:01 +0000 2017,@116341 Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help. https://t.co/GDrqU22YpT
G089,Why does my iPhone's Bluetooth turn itself on every day at 5 AM Eastern Time (my time zone)?,connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,484470,484469,Fri Dec 01 10:01:31 +0000 2017,@230282 We are here to help. Are you turning Bluetooth off from the Control Center or the Settings menu?
G090,"Why is iOS11 still stupid even after 3 updates!!, its so frustrating, still apps are lagging and most importantly, why does WIFI AUTOMATICALLY KEEP TURNING ON AND ON BY ITSELF!!",connectivity,ESCALATE,Address the connection symptom with a relevant troubleshooting step.,486190,486189,Fri Dec 01 11:52:33 +0000 2017,"@230671 We’d like to help, and perhaps ease some of your frustration. Are you turning off Wi-Fi from the Control Center or Settings? Which device are you using? Please reply in DM. https://t.co/GDrqU22YpT"
G091,", when the fuck are you going to really fix ios11? i have problem with the wifi, gps, and lot more! i cant believe you released a total garbage to the consumer!",connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,486188,486187,Fri Dec 01 12:29:25 +0000 2017,@230670 Hi. We're here to help you. Tell us more about the issues you're having with your Wi-Fi in DM and we'll take a closer look. https://t.co/GDrqU22YpT
G092,iOS 11 turns the wifi on even when I’d turn it off! Very annoying!!,connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,486089,486088,Fri Dec 01 12:59:51 +0000 2017,@230639 We can help out. Are you turning the Wi-Fi on and off from the Control Center? That sounds like normal behavior. This article gives more information: https://t.co/vzVz37YMv0
G093,If I have wifi enabled on my iMac running latest MacOS it keeps waking my USB hard drives during sleep every 30-60 sec or so. Disabling wifi and only keep wired connection fixes it. Seem like a bug and not a feature :) Fix?,connectivity,ESCALATE,Address the connection symptom with a relevant troubleshooting step.,488074,488073,Fri Dec 01 13:04:31 +0000 2017,@123502 Hi there! We'd like to check a few settings so we can narrow this down. Would you mind sending us a DM? https://t.co/GDrqU22YpT
G094,"Yo Apple, I would really appreciate it if y’all could find out what’s wrong with the Bluetooth connection because I’m trying to workout and my Wireless Beats lose the connection every few seconds.",connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,487929,487928,Fri Dec 01 14:27:07 +0000 2017,"@231138 We'd love to help with this! Is your iPhone up to date? Are your Beats up to date? If you restart both devices, does that help? Is your iPhone able to connect to other Bluetooth devices? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT"
G095,"All over. I upgraded from the 6s and downloads, web browsing, etc all feel slower over cellular. Verizon in Lexington KY btw.",connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,486159,486161,Fri Dec 01 15:39:48 +0000 2017,@230660 Have you reached out to your carrier about this to make sure there is no network issues affecting your cellular data connection? Which iOS version is your iPhone using in Settings &gt; General &gt; About?
G096,It happens when i do anything on my device and even when I’m connected to Wi-Fi.,connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,481753,481754,Fri Dec 01 15:57:57 +0000 2017,"@229507 Alright, We'd like to take a deeper look into this with you. DM us and we'll get started there. https://t.co/GDrqU22YpT"
G097,It is ok I think now thank you I just can’t get any apps to download but I think that’s to do with my lack of WiFi connection. I got there in the end sorry to be a bother,connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,449533,449534,Fri Dec 01 15:58:19 +0000 2017,"@221536 Glad to hear! If you have questions in the future, send us a DM by clicking on the link below. https://t.co/GDrqU22YpT"
G098,"Hi, Apple! Yes, I’m at the latest iOS. Also, auto updates are turned on, but not on cellular data. And yes, I’m plugged in and connected to my home WiFi.",connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,487857,487859,Fri Dec 01 16:21:33 +0000 2017,"@221785 Auto updates will happen if the conditions you already described are present with a couple of caveats. They happen between 2 and 4 AM and the device has to be plugged in, connected to Wi-Fi and locked at that time. Are those condition present as well? Hit us in DM. https://t.co/GDrqU22YpT"
G099,Thanks! I'm trying to update in my phone connected to wifi and it keeps saying error.,connectivity,ESCALATE,Address the connection symptom with a relevant troubleshooting step.,489689,489691,Fri Dec 01 16:50:14 +0000 2017,@231631 Thank you. Does this happen on multiple Wi-Fi networks? How much space is available on the device (Settings &gt; General &gt; About)? Is the error coming up when attempting to download the update or install the update? Respond in DM. We'll continue there. https://t.co/GDrqU22YpT
G100,This occurs on both cellular and Wi-fi networks.,connectivity,AUTO-HANDLE,Address the connection symptom with a relevant troubleshooting step.,481770,481771,Fri Dec 01 16:56:58 +0000 2017,@229510 Thanks for clarifying this for us. Go ahead and send us a DM so we can investigate this further with you. https://t.co/GDrqU22YpT
G101,you suck! I requested to have someone to call me and hang up on me due to insufficient time through a videophone! Several times - epic failed!,messages_calls,ESCALATE,Address the messaging/call symptom with a concrete troubleshooting step.,457218,457216,Fri Dec 01 00:14:28 +0000 2017,@223556 That’s not the experience we’d like you to have. Please let us know all the details you can in a Direct Message so we can get to the bottom of this as soon as possible! https://t.co/GDrqU22YpT
G102,iMessage SUCKS. Constantly having issues with it and IOS 11 but is too busy fixing their bugs with the iPhone X (aka the rich people),messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,457170,457169,Fri Dec 01 00:32:00 +0000 2017,@223543 We'd like to help find the best solution for issues you are having. DM us what iOS 11 version you're on. https://t.co/GDrqU22YpT
G103,hi I’m having a problem with FaceTime it keeps hanging up for no reason,messages_calls,ESCALATE,Address the messaging/call symptom with a concrete troubleshooting step.,459558,459556,Fri Dec 01 01:24:15 +0000 2017,"@224174 Help is on the way. When you say that FaceTime is hanging up, is the app closing out by itself or is the FaceTime call dropping? Is this an audio call or video call? Also, which iOS version are you running? The answers to these questions will help us get started."
G104,I went to send a message &amp; I notice my text thread was missing. So I powered my phone down &amp; all messages were gone,messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,460873,460872,Fri Dec 01 01:51:14 +0000 2017,"@224491 Got it. So initially one thread was missing and after restarting they all went missing, correct? What the iOS version on your device? Please send us a DM. You can connect from the link below. https://t.co/GDrqU22YpT"
G105,"iMessage isn’t working for me and 5 other people. Also, I’m not getting any notifications. I’ve restarted my phone multiple times. I’m using the iPhone 7.",messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,460858,460857,Fri Dec 01 01:56:55 +0000 2017,"@224485 Thanks for reaching out to us today. We’ve received your DM, and will continue working from there. Be on the lookout for our response."
G106,got the new 8 and 3 weeks later still sometimes not receiving messages. Is there an issue with OS11???,messages_calls,ESCALATE,Address the messaging/call symptom with a concrete troubleshooting step.,462058,462056,Fri Dec 01 02:10:38 +0000 2017,"@224809 Let's look into this together! Are you not receiving any messages at all? Are these in the Messages app, or another program? Also, which version of iOS 11 are you using?"
G107,Why when I block someone on iMessage on my phone the messages still go through to my computer fix that for me.,messages_calls,ESCALATE,Address the messaging/call symptom with a concrete troubleshooting step.,461999,461998,Fri Dec 01 02:23:34 +0000 2017,"@224789 We can check out what's going on with your messages. Tell us in DM whether you're signed in with the same Apple ID on both devices. Also, do you have the other person's email address, as well as their phone number, in Contacts? https://t.co/GDrqU22YpT"
G108,Cannot send an iMessage from my iMac. Happened suddenly worked earlier today,messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,461989,461987,Fri Dec 01 02:28:25 +0000 2017,@224786 Can you tell us what is happening specifically when trying to send an iMessage? Does it give an error message?
G109,sooo um my phone says FaceTime is an app on my phone but it’s not .. what do it do?,messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,463961,463960,Fri Dec 01 03:06:16 +0000 2017,@225310 We'd like to help with this. Could you please send us a DM with what country you're located in so we can get started? https://t.co/GDrqU22YpT
G110,my iMessage isn’t working but ill switch to Android bc I’m smarter than u think I know u want me to upgrade !!!,messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,464717,464716,Fri Dec 01 03:49:13 +0000 2017,"@225525 Hey there. What's happening when you try to send an iMessage? Please DM with the details, we'd love to help get your iMessage's sending again. https://t.co/GDrqU22YpT"
G111,There is a really bad text message bug on Apple. Anyone else noticing messages never going through or going through as a text in green but being received as an iMessage on the other side. what happened ?? 😭,messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,479429,479428,Fri Dec 01 04:22:04 +0000 2017,@228940 Hey there. We'd like to look into this with you. Send us a DM and tell us more. We'll help you there. https://t.co/GDrqU22YpT
G112,"with every update, my phone keeps getting slower &amp; slower. I receive iMessages 10 minutes late. Come on, maaaaaan.",messages_calls,ESCALATE,Address the messaging/call symptom with a concrete troubleshooting step.,481807,481806,Fri Dec 01 05:28:29 +0000 2017,"@229520 Having your iPhone working great so you can enjoy the features provided in our updates, is our goal. Please tell us more about these issues you're experiencing in DM. We'll be happy to help."
G113,why don’t have i have contact pics in my imessage? this is mad annoying tf,messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,483201,483200,Fri Dec 01 07:42:14 +0000 2017,"@214872 We love being able to see a picture of who we're texting as well so we'd love to help with this. Are you able to see their picture in the Contacts app, or in the Contact tab of the Phone app? When did this start? Let us know in DM. https://t.co/GDrqU22YpT"
G114,I swear my iPhone 8 Plus is the worst calling phone I’ve ever had. Drops call so much I think I’d get better service with a telegraphy,messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,486278,486276,Fri Dec 01 10:57:59 +0000 2017,@230696 We understand how important it is to be able to rely on your device for phone calls. We're happy to look into the issue with you. What version of iOS is on your 8 Plus? The latest is iOS 11.1.2.
G115,"Could you please advise on how to fix visual voicemail, if resetting network settings doesn’t work?",messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,486206,486205,Fri Dec 01 12:04:38 +0000 2017,@230675 We'd like to help you with your Visual Voicemail. Let's start by having you tell us which iPhone and iOS version you are using under Settings &gt; General &gt; About. Are you also unable to call into your normal Voicemail?
G116,"after updating 11.1.2 phone has gone terribly slow, it freezes, call drops, searching contacts is terribly slow, keyboard gets stuck, apps are restarting - its very disappointing - 😩😩",messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,487969,487968,Fri Dec 01 13:50:05 +0000 2017,@231152 We know how important it is to have your iPhone performing at its best. Let's check out what's happening further together. Please send us a DM telling us which iPhone you have. We's also like to know what apps you're using when the keyboard and apps aren't responding. https://t.co/GDrqU22YpT
G117,Yes I have iOS 11.1.2. The phone hasn’t handle phone calls right since I got it. The buzzing sound durning calls has finally be resolved but I’m still dropping calls like crazy even when I’m in a 5 bar lte zone,messages_calls,ESCALATE,Address the messaging/call symptom with a concrete troubleshooting step.,486277,486279,Fri Dec 01 15:23:08 +0000 2017,@230696 OK. Let's continue the conversation in DM. Which country are you located in? https://t.co/GDrqU22YpT
G118,I don’t know what to think of iOS 11. My 6s acts like it’s ill. Now today while I was talking to the woman who left me a voicemail earlier her voicemail was playing! If this is a ploy to buy a X t’aint gonna work🤪. Please fix these issues or give me back iOS 10,messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,489610,489609,Fri Dec 01 15:38:00 +0000 2017,@231608 That's not the experience we want for you. Send us a DM letting us know which country you are located in to get started. https://t.co/GDrqU22YpT
G119,I use iMessage now through a US based phone # number but will be out of the country using a different number/SIM for a few weeks will I still be able to send and receive through that US #? Or does that US number get removed as one of my aliases if I'm on a new #?,messages_calls,ESCALATE,Address the messaging/call symptom with a concrete troubleshooting step.,493547,493545,Fri Dec 01 15:57:30 +0000 2017,"@232660 Thanks for reaching out. When the SIM changes to a different number, the old number will be removed. You can still be reached using your Apple ID email address as well as the new number. Be sure to make a backup of your iPhone before you change the SIM."
G120,Your latest ios update just cleared out all of my saved voicemail messages. Thanks.,messages_calls,AUTO-HANDLE,Address the messaging/call symptom with a concrete troubleshooting step.,491424,491423,Fri Dec 01 16:25:18 +0000 2017,@232084 Let's help with this. Were your voicemails saved before updating? https://t.co/m7gIHj8vta Do you have a backup of your iPhone in iTunes or iCloud?
G121,"Correct, sometimes when opening an app the phone freezes completely so I have to hit the home button several times and overall the phone is operating slower than expected. I installed the update one day ago, and the Apple provided apps seem to work properly in general",apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete support or troubleshooting step.,457195,457196,Fri Dec 01 00:41:04 +0000 2017,@223285 We appreciate you contacting us about this situation. We always want our customers to have the best experience. Let's hop into DM and get to the bottom of this: https://t.co/GDrqU22YpT
G122,o app store simplesmente sumiu do meu telefone como devo proceder,apps_appstore,AUTO-HANDLE,Address the app/App Store symptom with a concrete support or troubleshooting step.,459565,459564,Fri Dec 01 01:14:39 +0000 2017,"@224176 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
G123,No it just loads with the circle and does not download or add to my library. Ive tried to close the app and restart the phone it still wont work,apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete support or troubleshooting step.,460834,460833,Fri Dec 01 01:51:45 +0000 2017,"@224480 If you try to play a song from the Apple Music library, does it play as expected? Are you currently connected to Wi-Fi or cellular? Also, do you have music downloaded to your iPhone for offline play?"
G124,@AppleSupport why is my home sharing not working and how do i fix it,apps_appstore,AUTO-HANDLE,Address the app/App Store symptom with a concrete troubleshooting or support path.,1770,1769,Tue Oct 31 22:07:33 +0000 2017,@116101 We're happy to help. Has Home Sharing worked with these devices before?
G125,whenever I try to open a third party app on my Apple Watch series 3 it always crashes. I’ve tried many apps such as messenger and calculators and the only apps I’ve been able to use are instagram an solitare On my brothers watch a few of the same apps work. any fix?,apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete support or troubleshooting step.,483211,483210,Fri Dec 01 07:29:28 +0000 2017,@229932 We want to be sure that you can access your apps as you'd expect to. We're happy to help! Check out the steps you can take outlined here: https://t.co/fUZ0NRJxcn Let us know how it goes.
G126,fix the fucking iTunes Store. Gotta buy songs twice smh,apps_appstore,AUTO-HANDLE,Address the app/App Store symptom with a concrete support or troubleshooting step.,484598,484597,Fri Dec 01 08:44:22 +0000 2017,"@230322 Our iTunes Store team can help look into the issue you're having with the iTunes Store and having duplicate purchases, You can reach out to them here to get started: https://t.co/SDIe7UiyJN"
G127,Yo yall Fuckin up .. why Is My Music App Crashing It was Just Working everyday yall making me want to switch back to android i never had these problems,apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete support or troubleshooting step.,484501,484500,Fri Dec 01 09:36:52 +0000 2017,@230291 We're here to help. Which version of iOS are you currently running? Tap Settings &gt; General &gt; About to find the version number.
G128,Please find below receipt of purchase and the screenshot from iTunes Store asking for another £7.99 to purchase same film again. Please have my purchase restore immediately,apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete support or troubleshooting step.,486244,486243,Fri Dec 01 10:39:38 +0000 2017,"@230686 We're happy to get you pointed in the right direction. For help with billing and purchases, reach out to our iTunes team here: https://t.co/SDIe7UiyJN"
G129,trying to take a video with my iPhone 6 and it wont stop going to a black screen and the camera app crashes! Same goes for when I take a video in the Messenger app :/,apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete support or troubleshooting step.,486255,486254,Fri Dec 01 10:58:12 +0000 2017,@230688 Having a camera at your fingertips is so important when capturing life's moments. Let's get it working for you again on your iPhone. Which iOS version are we working with? That's in Settings &gt; General &gt; About. You can DM us. https://t.co/GDrqU22YpT
G130,I've been having to restart my phone every time I want to update apps otherwise the app store will show an error. Is this something you are aware of?,apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete support or troubleshooting step.,487896,487894,Fri Dec 01 14:07:37 +0000 2017,"@231128 We appreciate you reaching out and providing us this information. We know how important it is to have your apps up to date on your device. To help us look into this issue, can you provide us the iOS on your device? https://t.co/ZTw54HL4Rm"
G131,"The only way to get the App Store to function properly is to restart my phone, which is a pain in the butt.",apps_appstore,AUTO-HANDLE,Address the app/App Store symptom with a concrete support or troubleshooting step.,487948,487946,Fri Dec 01 14:17:42 +0000 2017,"@231144 That's certainly not what we'd expect you to experience. We'll do all we can to assist. Just to confirm, are you running iOS 11.1.2, our most current version?"
G132,Help me Apple!!!!! Every time I go onto a app the app crashes is there anyway to fix this?,apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete support or troubleshooting step.,489673,489672,Fri Dec 01 15:28:34 +0000 2017,"@231625 We'd love to help. Can you DM us your complete software version from Settings &gt; General &gt; About, next to version? https://t.co/GDrqU22YpT"
G133,can you fix the music app so it doesn’t play the same songs every time i click shuffle,apps_appstore,AUTO-HANDLE,Address the app/App Store symptom with a concrete support or troubleshooting step.,489667,489666,Fri Dec 01 15:31:10 +0000 2017,@231623 We'd like to help. What device are you using with the Music app and what software version is it running?
G134,"ain’t shit! And DEFINITELY isn’t shit!! I’ve had my iPhone 7 Plus for mmm..6 months and every app freezes for 10 minutes, can’t shut my phone off like wtf! As SOON as the new phones come out .. BAM 💥 won’t work 😒🤬👊🏾👊🏾",apps_appstore,AUTO-HANDLE,Address the app/App Store symptom with a concrete support or troubleshooting step.,491499,491498,Fri Dec 01 16:06:05 +0000 2017,@__ABerg__ That is certainly not the experience we want you to have. Which iOS version is your phone currently running?
G135,your new update sucks! It keeps crashing and the alarm app doesn’t work anymore. Ended up being extremely late for work because of your update.,apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete support or troubleshooting step.,491456,491455,Fri Dec 01 16:21:16 +0000 2017,@232095 We want your Clock and Alarms to work for you. Make a new alarm 5 minutes out and see if it works as expected. DM us the results and we'll work with you there. https://t.co/GDrqU22YpT
G136,"@AppleSupport I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply.",apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete troubleshooting or support path.,1773,1771,Tue Oct 31 22:23:40 +0000 2017,@116102 Which model do you have and is iOS 11.1 installed on it? Any steps tried so far?
G137,I can take a screenshot next time I have an update available but something along these lines “App Store not working/available at the moment”,apps_appstore,AUTO-HANDLE,Address the app/App Store symptom with a concrete support or troubleshooting step.,487898,487899,Fri Dec 01 17:09:56 +0000 2017,"@231128 Got it. Have you noticed a pattern? For example, does this happen while connected to Wi-Fi or cellular data? Does this happen in multiple different locations?"
G138,I’m using an iPhone 7 and the music app won’t open,apps_appstore,AUTO-HANDLE,Address the app/App Store symptom with a concrete support or troubleshooting step.,489628,489630,Fri Dec 01 17:18:24 +0000 2017,"@231613 To clarify, does it quit right away or does nothing happen at all when you tap on it? Also, have you tried restarting your iPhone and trying again?"
G139,"Hi Apple, I have already restarted my device multiple time. Usually I’m using and app and while using it, it randomly freezes, so I try to exit and nothing responds, I also press the off button and the screens go semi black but u can still see the frozen faint background.",apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete support or troubleshooting step.,483191,483193,Fri Dec 01 17:36:10 +0000 2017,@229926 Thank you. Let's go into DM so we can work on getting your iPhone back up to speed together. https://t.co/GDrqU22YpT
G140,Every time I open an app it takes like 10 minutes to open and everything keeps crashing c’mon sort it out pls😤😤😤,apps_appstore,ESCALATE,Address the app/App Store symptom with a concrete support or troubleshooting step.,500071,500069,Fri Dec 01 18:52:54 +0000 2017,"@234447 We can help! Just to clarify, is this happening with all of your apps, or just certain ones? Also, which device and iOS version are you using? Those details will be helpful in planning out our next steps."
G141,please do something with the ios 11 battery drain. I need to keep the phone plugged just to use it. WHAT THE HELL HAVE YOU DONE!!!,battery_charging,ESCALATE,Address the battery/charging symptom with a concrete safe troubleshooting step.,457183,457182,Fri Dec 01 00:35:36 +0000 2017,@223547 We'd be happy to see how we can help with that battery drain. DM us which iPhone and iOS 11 version you're using and we'll continue there. You can find the version by going to Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT
G142,Excellent work . My 6s goes from 40% battery to dead in the space of 30 seconds costing me uber fares who can’t find me and cab fare to get home. #apple #6s #batterylife #nobattery,battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,458429,458428,Fri Dec 01 00:43:33 +0000 2017,@223868 We certainly want you to get the most out of your device and are here to assist you. Can you tell us when you first noticed this issue?
G143,do charging cables have warranty? (The one that came with the phone),battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,459562,459560,Fri Dec 01 01:26:12 +0000 2017,@224175 Great question. The Apple Limited Warranty covers your product and Apple-branded accessories against manufacturing defects for one year from the date you bought them. Are you having an issue with your iPhone charger?
G144,"Yes, since this morning when I plug my phone it charges for a second and then stops for another second and charges for a second again and so on. But then I unplug it and plug it again a couple of times and it starts charging normally!",battery_charging,ESCALATE,Address the battery/charging symptom with a concrete safe troubleshooting step.,459561,459563,Fri Dec 01 01:32:40 +0000 2017,"@224175 Okay. Are you able to test the charger with another device, or do you have another charger to connect your iPhone to? DM us your response here: https://t.co/GDrqU22YpT"
G145,"Hey , I'm getting real tired of charging my phone 4 times a day.",battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,1163594,1163593,Fri Dec 01 01:39:25 +0000 2017,@393717 Let's look into your iPhone charging issues. Which version of iOS are you running in Settings &gt; General &gt; About?
G146,"Why is there no tap rewind/forward 15 seconds for podcast playing on lock screen? I used to be able to on previous iPhones/iOS, but with X I can’t. I don’t want to waste battery by keeping the screen active to be able to use the 15 sec rewind/forward when needed.",battery_charging,ESCALATE,Address the battery/charging symptom with a concrete safe troubleshooting step.,462052,462050,Fri Dec 01 02:05:25 +0000 2017,"@224808 We expect you to see options to rewind or fast-forward to the left and right of the Pause/Play button. You can also use Siri to skip forward or back. If the options aren't appearing, power your iPhone off, than on again. Let us know if there's any change."
G147,got the new iPhone X. Charging it and it get really hot. Not using s Fast Charger just the regular one. Is this normal?,battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,462019,462018,Fri Dec 01 02:23:07 +0000 2017,@224796 We’d like to figure out why this is happening too. Was this your first time charging this iPhone? DM us and let us know. https://t.co/GDrqU22YpT
G148,"Hi. running 10.13.1 MacBook Pro Retina Early 2012. Tried re-start. The battery indicator won't change unless I switch ""show batter percentage"" on and off BTW, this was a clean install, not upgrade...",battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,96959,96961,Fri Dec 01 02:36:56 +0000 2017,@137160 We would be glad to help. Does this occur each time you use your Mac? What happens if you restart your Mac?
G149,"Update: didn't use a charger today, still happened, perhaps slightly less often. I hold it carefully so my hands don't touch the screen edges, I don't have a case, locking/unlocking sometimes seems to help but mostly does nothing. No discernable pattern still. ? :(",battery_charging,ESCALATE,Address the battery/charging symptom with a concrete safe troubleshooting step.,463075,463073,Fri Dec 01 02:50:24 +0000 2017,@225055 Do you have any Bluetooth items connected to the iPhone X? Please DM us and let us know. We'll be happy to further review this for you. https://t.co/GDrqU22YpT
G150,I Bought the iPhone X Today &amp; My Phone Won’t Charge Pass 4%. Had it On the Charger For 2 Hours,battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,463943,463942,Fri Dec 01 02:57:31 +0000 2017,@225304 This is not how we'd like your experience to be with your brand new iPhone X. Have you restarted your iPhone since noticing the battery not charging? To restart your iOS device: https://t.co/JWOTqcWcbG
G151,Hey and #iPhone what is up with the battery life of older phones after updating? #iwantmybatterylifeback,battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,463949,463948,Fri Dec 01 03:16:49 +0000 2017,"@225307 We’d love to help with your battery. To start, please send us a DM letting us know the exact iOS found in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT"
